,word,reading,meaning
994,既に,すでに,1. already; too late$
995,変化,へんか,1. change; variation; alteration; mutation; transition; transformation; transfiguration; metamorphosis$2. variety; diversity$3. inflection; declension; conjugation$4. sidestepping$
996,変化,へんげ,1. shapeshifting (of an animal or spirit); goblin; ghost; apparition; bugbear$2. incarnation$3. transformation$
997,神社,じんじゃ,1. Shinto shrine$2. Shinto shrine$
998,神社,じんじゃ,1. Jinja$
999,違う,ちがう,"1. to differ (from); to vary$2. to not be in the usual condition$3. to not match the correct (answer, etc.)$4. to be different from promised$5. isn't it?; wasn't it?$"
1000,違う,たがう,1. to differ; to be different$2. to run counter to$3. to change (into something out of the ordinary)$
1001,当,とう,1. this (business organisation or place)$2. Tou$
1002,右,みぎ,1. right; right hand side$2. afore-mentioned (esp. in vertical Japanese writing); foregoing; forgoing; above$
1003,右,みぎ,1. Migi$
1004,両,りょう,"1. both (hands, parents, sides, etc.)$2. counter for carriages (e.g. in a train); counter for vehicles$3. ryō; tael; traditional unit of weight (for gold, silver and drugs), 4-5 monme, 15-19 g$4. ryō; pre-Meiji unit of currency, orig. the value of one ryō of gold$5. ryō; traditional measure of fabric, 2 tan$6. ryō; tael; unit of weight under the Ritsuryo system, 1/16 kin, 42-43 g$7. Ryou$8. Tael$"
1005,両,りゃん,1. two$
1006,対戦,たいせん,1. waging war; competition$
1007,制度,せいど,1. system; institution; organization; organisation$2. Institution$
1008,広い,ひろい,1. spacious; vast; wide$
1009,番号,ばんごう,1. number; series of digits$
1010,戻る,もどる,1. to turn back (e.g. half-way)$2. to return; to go back$3. to recover (e.g. something lost); to be returned$4. to rebound; to spring back$
1011,成立,せいりつ,"1. formation; establishment; materialization; coming into existence$2. conclusion (e.g. of a deal); approval; completion; arrangement$3. being valid (of a theory, argument, etc.); holding; applying$"
1012,港,みなと,1. harbour; harbor; port$
1013,港,こう,1. harbour$
1014,港,みなと,1. Minato$
1015,新,しん,"1. new; neo-$2. newness; novelty$3. Gregorian calendar$4. Xin dynasty (China, 9-23 CE); Hsin dynasty$5. Xin Dynasty$"
1016,新,さら,1. new; unused$2. new$3. obvious; natural$
1017,新,しん,1. Shin$
1018,通信,つうしん,1. correspondence; communication; transmission; news; signal; telecommunications$
1019,内,うち,1. inside; within$2. while$3. among; amongst; between$4. we; our$5. my spouse$6. imperial palace grounds$7. emperor$8. I; me$
1020,内,ない,1. inside; within$
1021,内,ない,1. Nai$
1022,連載,れんさい,1. serialization; serialisation; serial story$
1023,装置,そうち,1. equipment; device; installation; apparatus$2. stage setting$
1024,後半,こうはん,1. second half; latter half$
1025,頃,ころ,1. (approximate) time; around; about; toward$2. suitable time (or condition)$3. time of year; season$
1026,頃,けい,1. qing (Chinese unit of land area equal to 100 mu)$
1027,移動,いどう,1. movement; transfer; migration; removal; travel$2. mobile; moving; traveling; travelling; roving$
1028,企画,きかく,1. planning; project; plan; design$2. Planning$
1029,電気,でんき,1. electricity$2. (electric) light$3. Electricity$
1030,平均,へいきん,1. average; mean$2. balance; equilibrium$3. Average$
1031,庁,ちょう,1. government office; agency; board$2. Chou$
1032,掲載,けいさい,1. publication (e.g. of an article in a newspaper); carrying (e.g. a story); running (e.g. a serial); insertion (e.g. of an advertisement); printing; posting (e.g. on the web)$
1033,清,しん,"1. Qing dynasty (China, 1644-1912); Ch'ing dynasty; Manchu dynasty$2. Shin$3. Qing Dynasty$"
1034,清,きよ,1. Kiyo$
1035,祭,まつり,1. festival; feast$2. harassment by an Internet pitchfork mob; online shaming; flaming$3. Japanese festivals$
1036,祭,まつり,1. Matsuri$
1037,民,たみ,1. people; citizens; subjects; folk$
1038,民,たみ,1. Tami$
1039,民,みん,"1. citizen; resident; person$2. user (of a website, esp. as a collective, e.g. Twittersphere)$"
1040,南部,なんぶ,1. southern part; the south (of a region)$
1041,南部,なんぶ,1. Nanbu$
1042,サイト,サイト,1. site (usu. website)$2. sight$3. payable on sight$
1043,距離,きょり,1. distance; range$2. Distance$
1044,分類,ぶんるい,1. classification; categorization; sorting$
1045,種類,しゅるい,"1. variety; kind; type; category$2. counter for kinds, species, etc.$"
1046,スーパー,スーパー,1. supermarket$2. subtitles; telop$3. superheterodyne$4. super$5. Super$
1047,男性,だんせい,1. man; male$2. masculine gender$3. Man$
1048,風,かぜ,1. wind; breeze; draught; draft$2. manner; behaviour; behavior$3. cold; influenza$
1049,風,ふう,1. method; manner; way; style$2. appearance; air$3. tendency$4. folk song (genre of the Shi Jing)$5. wind (one of the five elements)$
1050,風,かぜ,1. Kaze$
1051,福岡,ふくおか,1. Fukuoka (city)$
1052,福岡,ふくおか,1. Fukuoka$
1053,状,じょう,1. shape; state$2. letter; correspondence$
1054,形成,けいせい,1. formation; molding; making up; taking form; giving form to$2. repair (e.g. plastic surgery); replacement; -plasty$
1055,階,かい,1. storey; story; floor$2. stairs$3. stage (in chronostratigraphy)$4. counter for storeys and floors of a building$5. Storey$
1056,階,きざはし,1. stairs$2. stairs at the front of a noh stage$
1057,階,かい,1. Kai$
1058,差,さ,1. difference; variation$2. difference$
1059,付近,ふきん,1. neighbourhood; neighborhood; vicinity; environs$2. approaching$
1060,師,し,1. teacher; master; one's mentor$2. religious leader$3. specialist$4. five-battalion brigade comprising 2500 men (Zhou-dynasty Chinese army)$
1061,言語,げんご,1. language$2. Language$
1062,元年,がんねん,1. first year (of an imperial era)$2. year something (important) first happened or began$
1063,登録,とうろく,1. registration; accession; register; entry; record$
1064,物語,ものがたり,1. tale; story; legend$2. Monogatari$
1065,工場,こうじょう,1. factory; plant; mill; workshop$2. Factory$
1066,主張,しゅちょう,1. claim; insistence; assertion; advocacy; emphasis; contention; opinion; tenet$
1067,大臣,だいじん,1. cabinet minister$2. Minister (government)$
1068,含める,ふくめる,1. to include (in a group or scope)$2. to instruct; to make one understand$3. to include (a nuance); to put in (an implication)$4. to put in (someone's) mouth$5. to permeate with flavor$
1069,自然,しぜん,1. nature$2. natural; spontaneous; automatic$3. naturally; spontaneously; automatically$4. Nature$
1070,自然,しぜん,1. Shizen$
1071,自然,じねん,1. occurring naturally (without human influence)$
1072,装備,そうび,1. equipment$
1073,丘,おか,1. hill; height; knoll; rising ground$2. bonus points awarded to the winner at the end of a game$3. Hill$
1074,丘,おか,1. Oka$
1075,迎える,むかえる,"1. to go out to meet$2. to receive; to welcome; to greet; to salute; to hail; to reach; to approach; to enter (a phase, era, etc.)$3. to accept (e.g. as a member of a group or family)$4. to call for; to summon; to invite$5. to approach (a certain time, a point in one's life, etc.)$"
1076,属,ぞく,1. genus$2. generic$
1077,属,ぞく,1. Zoku$
1078,開く,ひらく,"1. to open; to undo; to unseal; to unpack$2. to bloom; to unfold; to spread out$3. to open (for business, e.g. in the morning)$4. to be wide (gap, etc.); to widen$5. to hold (meeting, party, etc.); to give; to open$6. to found (nation, dynasty, sect, etc.); to open (a new business); to set up; to establish; to start$7. to open (ports, borders, etc.)$8. to open (an account)$9. to open up (new land, path, etc.); to clear; to develop$10. to open (a file, etc.)$11. to extract (root); to reduce (equation)$12. to cut open (fish)$13. to change (kanji into hiragana)$14. to flare (e.g. skirt)$15. to slacken (into a poor posture)$"
1079,開く,あく,"1. to open (e.g. doors)$2. to open (e.g. business, etc.)$3. to be empty$4. to be vacant; to be available; to be free$5. to be open (e.g. neckline, etc.)$6. to have been opened (of one's eyes, mouth, etc.)$7. to come to an end$8. to open (one's eyes, mouth, etc.)$9. to have a hole; to form a gap; to have an interval (between events)$"
1080,撮影,さつえい,1. photography (still or motion); photographing; filming; shooting; (video) recording$2. Cinematography$
1081,系列,けいれつ,1. series; sequence; system; succession$2. keiretsu (group); conglomeration of businesses linked by cross-shareholdings$3. affiliated; subsidiary$4. Keiretsu$
1082,近い,ちかい,1. near; close; short (distance)$2. close (in time); soon$3. close (relationship); friendly; intimate$4. closely related$5. similar; almost the same; close to; nearly$
1083,以後,いご,1. after this; from now on; hereafter$2. thereafter; since (then); after$
1084,以後,いご,1. Igo$
1085,事故,じこ,1. accident; incident; trouble$2. circumstances; reasons$3. Accident$
1086,事故,じこ,1. Jiko$
1087,正式,せいしき,1. due form; official; formality$
1088,成績,せいせき,1. results; record; grades; marks$
1089,旧,きゅう,1. ex-; former; old$
1090,路,じ,"1. route; road$2. distance travelled in a day$3. one's ... (age, e.g. 40s, 60s)$4. Ji$"
1091,路,ち,1. way; road$2. way to ...; road to ...$
1092,路,みち,1. Michi$
1093,複数,ふくすう,1. plural; multiple; several$2. Plural$
1094,美術,びじゅつ,1. art; fine arts$
1095,雑誌,ざっし,1. journal; magazine; periodical$2. Magazine$
1096,論,ろん,1. argument; discussion; dispute; controversy; discourse; debate$2. theory (e.g. of evolution); doctrine$3. essay; treatise; comment$
1097,論,ろん,1. Ron$
1098,電車,でんしゃ,1. train; electric train$2. Electric multiple unit$
1099,初代,しょだい,1. first generation; founder$
1100,設ける,もうける,1. to prepare; to provide$2. to set up; to establish; to organize; to lay down (rules); to make (an excuse)$
1101,帯,おび,"1. obi; kimono sash$2. paper wrapper on books, CDs, etc.$3. band; belt; strip$4. cingulum$5. radio or television program broadcast in the same time slot on all or most days$6. Obi (sash)$"
1102,帯,たい,"1. band (e.g. conduction, valence); belt (e.g. Van-Allen, asteroid, etc.)$"
1103,帯,おび,1. Obi$
1104,家,いえ,1. house; residence; dwelling$2. family; household$3. lineage; family name$
1105,家,うち,1. house; home (one's own)$2. (one's) family; (one's) household$3. Uchi$
1106,家,け,1. house (e.g. of Tokugawa); family$
1107,家,か,1. -ist; -er$
1108,家,んち,1. 's house; 's home$
1109,家,いえ,1. Ie$
1110,述べる,のべる,1. to state; to express; to mention$
1111,写真,しゃしん,1. photograph; photo; picture; snapshot; snap$2. movie$3. Photography$
1112,地球,ちきゅう,1. Earth; the globe$2. Earth$
1113,政権,せいけん,1. (political) administration; political power$2. Regime$
1114,蔵,くら,1. warehouse; storehouse; cellar; magazine; granary; godown; depository; treasury; elevator$
1115,蔵,ぞう,1. possession; ownership$2. (former) Ministry of Finance$3. Tibet; Tibetan people$
1116,蔵,ぞう,1. Zou$
1117,競走,きょうそう,1. race$2. Racing$
1118,起こる,おこる,1. to occur; to happen$
1119,惑星,わくせい,1. planet$2. Wakusei$3. Planet$
1120,学ぶ,まなぶ,1. to study (in depth); to learn; to take lessons in$
1121,県立,けんりつ,1. prefectural (institution)$
1122,部門,ぶもん,1. division (of a larger group); branch; field; class (subclass); group; category; department$
1123,中継,ちゅうけい,1. relay; hook-up$2. relay broadcasting$
1124,王国,おうこく,1. kingdom; monarchy$
1125,末,うら,1. top end; tip$
1126,末,うれ,1. new shoots; new growth (of a tree)$
1127,末,すえ,1. tip; top$2. end; close (e.g. close of the month)$3. youngest child$4. descendants; offspring; posterity$5. future$6. finally$7. trivialities$
1128,末,まつ,1. the end of$2. powder$
1129,末,まつ,1. Matsu$
1130,千葉,ちば,1. Chiba (city)$2. Chiba$
1131,千葉,ちば,1. Chiba$
1132,類,るい,1. kind; sort; type; class; genus; order; family$2. similar example; parallel; the like$
1133,類,るい,1. Rui$
1134,表現,ひょうげん,1. expression; presentation$2. representation; notation$
1135,動物,どうぶつ,1. animal$2. Animal$
1136,司令,しれい,1. command; control; commander$
1137,忠,ちゅう,1. loyalty; devotion; fidelity; faithfulness$2. inspector of the Imperial Prosecuting and Investigating Office (ritsuryo system)$
